original_url,final_url,http_status,decision
https://arsgroup.in/blog/difference-between-tmt-hysd-tor-steel-bars.html,https://arsgroup.in/blog/tmt-bars-vs-hysd-bars.html,301,Redirected — approved one-hop 301
https://arsgroup.in/blog/how-to-identify-top-quality-tmt-steel-bars-for-construction.html,https://arsgroup.in/blog/how-to-identify-top-quality-tmt-steel-bars-for-building-construction.html,301,Redirected — approved one-hop 301
https://arsgroup.in/blog/leading-hub-for-tmt-steel-bar-manufacture-in-tamil-nadu.html,https://arsgroup.in/blog/check-out-why-ars-is-the-leading-steel-manufacturing-company-in-tamil-nadu.html,301,Redirected — approved one-hop 301
https://arsgroup.in/blog/the-secret-to-a-successful-construction.html,https://arsgroup.in/blog/things-to-keep-in-mind-before-buying-tmt-steel-bars.html,301,Redirected — approved one-hop 301
https://arsgroup.in/blog/what-is-tmt-sariya.html,https://arsgroup.in/blog/what-is-tmt-bar-and-what-are-its-advantages.html,301,Redirected — approved one-hop 301
https://arsgroup.in/blog/why-are-tmt-bars-necessary-for-construction.html,https://arsgroup.in/blog/what-makes-tmt-steel-bars-important-for-a-long-lasting-building-construction.html,301,Redirected — approved one-hop 301
